Habitat	IJSEM_year	article_doi	16S_rDNA_accession_number	DNA_GC_content_mol	oxygen_preference	mean_length_microns	mean_width_microns	motility	spore_production	Metabolism_assays	Genus_name	species_name	strain_name	pH_optimum_for_growth	pH_range_at_which_growth_occurred	temperature_optimum_for_growth_degC	temperature_range_at_which_growth_occurred_degC	optimal_NaCl_concentration_for_growth_	NaCl_concentration_range_at_which_growth_occurred_	pigment_production	cell_shape	cell_aggregation	article_first_page	culture_collection_codes	Sole_carbon_substrate_use	genome_accession_number	gram_status	If_'other'_was_chosen_above__please_enter_a_habitat_below	The_paper_included_Biolog_results
soil	2007	10.1099_ijs.0.64754_0	DQ335125	49.2	aerobic			non_motile	not_indicated	catalase_positive__oxidase_positive	Dyadobacter	beijingensis	A54T_	7	06_Aug	28	Apr_35	0.75	0_1.5	yes	rod	clump	862	CGMCC1.6375T_JCM14200T	arabinose__cellobiose__citric_acide_citrate__fructose__fucose__galactose__glucose__lactose__maltose__mannitol__mannose__melibiose__myo_inositol__raffinose__salicin__sucrose__trehalose__xylose		negative		No
bioreactor	2007	10.1099_ijs.0.64599_0	DQ336714	38.2	aerobic			non_motile	no	urease_positive	Chryseobacterium	caeni	N4T_	6.5_8	06_Oct	28_30	May_37	1.5	0_3	yes	rod	not_indicated	141	KCTC12506T_CCBAU10201T_DSM17710T	arabinose__glucose__glycogen__maltose__sucrose		negative		No
soil	2008	10.1099_ijs.0.65238_0	DQ338443	50.4	facultative_aerobe	2.3	0.45	motile__but_unspecified_structure	yes	catalase_positive__nitrate_reduction_to_nitrite	Paenibacillus	forsythiae	T98	7.1	04_Oct	30	Oct_40		0_3	NA	rod	not_indicated	319	CCBAU_10203_DSM_17842	succinic_acid_succinate		positive		No
soil	2007	10.1099_ijs.0.64519_0	DQ338444	51.9	anaerobic	2.95	0.75	motile__but_unspecified_structure	yes	catalase_positive__nitrate_reduction_to_nitrite	Paenibacillus	sabinae	T27T	7.2	4.2_10	30	Apr_37	1.5	0_3		rod	not_indicated	6	CCBAU10202T_DSM17841T		DQ349125	positive		No
other	2007	10.1099_ijs.0.64456_0	DQ339153		aerobic	1.5	0.5	flagella	no	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive__urease_positive	Pseudomonas	delhiensis	RLD_1T			37	Apr_40	5			rod	not_indicated	527	MTCC7601T_CCM7361T	adonitol__arabinose__cellobiose__dextrin__fructose__galactose__glucose__glycerol__lactose__mannitol__ribose__sorbitol__sucrose__trehalose__Tween_80__xylose		negative	Fly_ash	No
soil	2007	10.1099_ijs.0.64635_0	DQ343153	69.8	aerobic		0.5_0.8	non_motile	no	catalase_positive__nitrate_reduction_to_nitrite	Ruania	albidi¥å‰ava	3_6T_	6.5_10.5	5.5_12.5	28	20_37	5	0_10	yes	cocci	not_indicated	809	CGMCC4.3142T_DSM18029T_JCM13910T_PCM2644T	acetate__alanine__alanine__arginine__fructose__fucose__glucose__glutamic_acid__glycerol__lactose__maltose__methyl_beta_D_glucoside__proline__ribose__sorbitol__sucrose__trehalose		positive		No
soil	2006	10.1099_ijs.0.64269_0	DQ344485	70.7	aerobic			motile__but_unspecified_structure	yes	catalase_positive	Brevibacterium	samyangense	SST_8	9_10.1	6.1_10.1	40_45	Oct_45	0_5	0_15	yes	ovoid_coccobacillus	chain	1889	NRRLB_41420_KCCM42316	acetate__arabinose__arabitol__cellobiose__dextrin__fructose__fucose__galactose__galcturonic_acid__glucose__glycogen__lactate__lactose__malate__maltose__mannitol__mannose__N_acetylgulcosamine__propionic_acid_propionate__raffinose__rhamnose__ribose__salicin__sorbitol__sucrose__trehalose__xylitol		positive		Yes
soil	2008	10.1099_ijs.0.65721_0	DQ344632	74.1	aerobic			non_motile	yes	catalase_positive__nitrate_reduction_to_nitrite__urease_positive	Pseudonocardia_	ailaonensis	YIM_45505	07_Aug	06_Aug	28	15_37	0_5	0_5	no	rod	chain	2086	KCTC19315_DSM44979	arabinose__galactose__glucose__ribose		positive		No
other	2007	10.1099_ijs.0.64292_0	DQ344634	64.1	aerobic			non_motile	no	alpha_galactosidase__catalase_positive__oxidase_positive__urease_positive	Deinococcus	yunweiensis	YIM_007T	7.25	06_Sep	30	Oct_50	0_1		yes	rod	not_indicated	370	KCTC3962T_DSM17005T	arabinose__galcturonic_acid__glucose__malonic_acid_malonate__maltose__mannitol__melibiose__rhamnose__salicin__sorbitol__sucrose		negative	agar_plate	No
other	2007	10.1099_ijs.0.65232_0	DQ348071	42.4	aerobic	3.25	0.8	motile__but_unspecified_structure	yes	aesculin_hydrolysis__catalase_positive__oxidase_positive	Ureibacillus	composti	HC145T	7	06_Aug	48.5	37_60		<5		rod	not_indicated	2908	KACC11361T_DSM17951T			negative	Livestock_manure_compost	No
other	2007	10.1099_ijs.0.65232_0	DQ348072	38.5	aerobic	3	1	motile__but_unspecified_structure	yes	aesculin_hydrolysis__catalase_positive__oxidase_positive	Ureibacillus	thermophilus	HC148T	7	06_Aug	47.5	30_65		<5		rod	not_indicated	2908	KACC11362T_DSM17952T			negative	Livestock_manure_compost	No
other	2008	10.1099_ijs.0.65416_0	DQ349098	62.7	aerobic	1.4	0.5	non_motile	not_indicated	alkaline_phosphatase__catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive__urease_positive	Caenimonas	koreensis	EMB320	7.5	07_Aug	30				NA	rod	not_indicated	1064	KCTC_12616_DSM_17982	fructose__glucose__malonic_acid_malonate		negative	Sludge	No
soil	2007	10.1099_ijs.0.64967_0	DQ352839	49.7	aerobic	0.9	0.9	non_motile	no	aesculin_hydrolysis__catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Salinicoccus	luteus	YIM_70202T	8.5	7.0_11.0	30	Apr_45	10	Jan_25	yes	cocci	not_indicated	1901	CGMCC1.6511T_KCTC3941T	adonitol__arabinose__arabitol__cellobiose__dextrin__fructose__galactose__glucose__malonic_acid_malonate__maltose__mannitol__mannose__N_acetylgulcosamine__salicin__sorbitol__sucrose__Tween_20__xylose		positive		No
other	2006	10.1099_ijs.0.64305_0	DQ355813	64.2	aerobic	3.6_6.4	0.9_1	motile__but_unspecified_structure	no	catalase_positive__indole_production__nitrate_reduction_to_nitrite__oxidase_positive	Halorubrum	aidingense	31_hong	7.5	07_Sep	40_42	25_52	15.08	9.86_24.94	yes	rod	chain	1631	CGMCC1.2670_JCM13560	fructose__galactose__glucose__maltose__mannitol__mannose__sucrose		negative	salt_lake	No
other	2006	10.1099_ijs.0.64305_0	DQ355814	65.9	aerobic	1.8_5.5	0.9_1.2	motile__but_unspecified_structure	no	catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive	Halorubrum	lipolyticum	09_Mar	7.5	07_Sep	45_48	25_58	15	9.86_27.84	yes	rod	chain	1631	CGMCC1.5332_JCM13559	fructose__galactose__glucose__maltose__mannose__sucrose		negative	salt_lake	No
soil	2009	10.1099_ijs.0.009308_0	DQ358736	46.8	aerobic	0.5	5	motile__but_unspecified_structure	yes		Paenibacillus	sonchi	X19_5T	7.1		30	Oct_40	3		NA	rod	not_indicated	2656	CCBAU83901T_LMG24727T	fructose		positive		No
other	2008	10.1099_ijs.0.64952_0	DQ365810	33.8	NA	0.6_2	0.4	non_motile	no		Rickettsia	raoultii	Khabarovsk	n_a	n_a	32	32	0	0	yes	rod	chain	1635	CSURR3_ATCC_VR_1596			negative	ticks	No
human___fecal	2007	10.1099_ijs.0.64416_0	DQ365921	54.5	aerobic	1.6	0.7	flagella	no	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Ochrobactrum	pseudintermedium	ADV31T			35	25_45			no	rod	not_indicated	1007	CIP109116T_DSM17490T	adonitol__arabinose__caprate__gluconic_acid__glucose__glycine__lactate__malate__maltose__mannitol__mannose__N_acetylgulcosamine__proline__succinic_acid_succinate__sucrose		negative		No
other	2007	10.1099_ijs.0.64416_0	DQ365921	54.5	aerobic	1.6	0.7	flagella	no	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Ochrobactrum	pseudintermedium	ADV31T			35	25_45			no	rod	not_indicated	1007	CIP109116T_DSM17490T	adonitol__arabinose__caprate__glucose__lactate__malate__maltose__mannitol__mannose__N_acetylgulcosamine__sorbitol__succinic_acid_succinate__sucrose		negative	Human_Clinical_Sample	No
marine_sediment	2007	10.1099_ijs.0.64790_0	DQ365924	60.4	anaerobic	2	0.5	flagella	no		Desulfovibrio	marinus	E_2T_	7	6.5_8.5	37	20_50	5	0.5_11	yes	rod	chain	2167	DSM18311T_JCM14040T	formic_acid__fructose__lactate__malate__pyruvic_acid_pyruvate__succinic_acid_succinate		negative		No
other	2006	10.1099_ijs.0.64372_0	DQ367241	61.9	aerobic	1.8_3.6	0.6_0.8	non_motile	no	catalase_positive__H2S_production__nitrate_reduction_to_nitrite__oxidase_positive	Haloterrigena	limicola	AX_7	7_7.5	6.5_9	45_50	30_61	0.29	0_4.06	yes	rod	chain	1837	CGMCC1.5333_JCM13563	acetate__pyruvic_acid_pyruvate		negative	salt_lake	No
other	2006	10.1099_ijs.0.64372_0	DQ367242	63.2	aerobic	2.8_11	0.5_0.6	non_motile	no	catalase_positive__H2S_production__indole_production__oxidase_positive	Haloterrigena	longa	ABH32	7_7.5	6.5_9	41_45	30_56	0_5.8	0_5.8	yes	rod	chain	1837	CGMCC1.5334_JCM13562	acetate__glucose__maltose__pyruvic_acid_pyruvate__sucrose		negative	salt_lake	No
soil	2008	10.1099_ijs.0.65449_0	DQ367416	71.8	NA			not_indicated	yes	H2S_production	Saccharomonospora	saliphila	YIM_90502			28	28_40	10		yes	not_indicated	not_indicated	570	KCTC_19234_DSM_45087	cellobiose__fructose__galactose__glucose__maltose__raffinose__sorbitol__sucrose__xylose		positive		No
soil	2009	10.1099_ijs.0.65827_0	DQ370008_		aerobic			non_motile	not_indicated	alkaline_phosphatase__alpha_galactosidase__catalase_positive__nitrate_reduction_to_nitrite	Mycobacterium	pallens	czh_8T			28	28_37				rod	clump	378	ATCCBAA_1372T5_CIP109268T	fructose__glucose__mannitol__mannose__succinic_acid_succinate		positive		Yes
soil	2009	10.1099_ijs.0.65827_0	DQ370011		aerobic			non_motile	not_indicated	alpha_galactosidase__catalase_positive__urease_positive	Mycobacterium	rutilum	czh_117T			37	28_45	3.75	2.5_5.0		rod	clump	378	ATCCBAA__1375T5_CIP109271T	glucose__mannitol__sorbitol__xylitol__xylose		positive		Yes
soil	2007	10.1099_ijs.0.64528_0	DQ372937	66.5	aerobic			non_motile	no	alpha_galactosidase__catalase_positive	Zhihengliuella	halotolerans	YIM70185T	8.5		29		10		yes	rod	not_indicated	1018	DSM17364T_KCTC19085T	arabinose__glucose__maltose__sucrose__trehalose__Tween_20__Tween_80		positive		No
wastewater	2007	10.1099_ijs.0.65252_0	DQ372980	40.1	aerobic	4.1	0.7	non_motile	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__alpha_galactosidase__catalase_positive	Runella	defluvii	EMB13T	7.75	6.0_9.5	32.5	15_40				rod	not_indicated	2600	KCTC12614T_DSM17976T	5_ketoguconate__arabinose__fucose__galactose__glycerol__glycogen__lactose__mannitol__mannose__melibiose__methyl_beta_D_glucoside__myo_inositol__raffinose__rhamnose__ribose__xylitol__xylose		negative		No
wastewater	2007	10.1099_ijs.0.65138_0	DQ372981	34.2	facultative_anaerobe	1.55	0.55	non_motile	not_indicated	alkaline_phosphatase__catalase_positive__nitrate_reduction_to_nitrite	Flavobacterium	filum	EMB34T	7.75	6.0_9.5	30	Oct_40		<2	no	rod	clump	2026	KCTC12610T5_DSM17961T	glucose__lactose__melibiose__myo_inositol__raffinose		negative		No
bioreactor	2007	10.1099_ijs.0.64629_0	DQ372983	61.6	aerobic	1.7	1	flagella	no	alkaline_phosphatase__catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Hydrogenophaga	caeni	EMB71T	7.5	06_Sep	30	15_35			no	rod		1126	KCTC12613T_DSM17962T	2_3_butanediol__adonitol__alanine__alaninamide__alanine__asparagine__formic_acid__galactonic_acid__gamma_aminobutyric_acid__glucose__histidine__hyroxl_proline__lactate__lactose__maltose__myo_inositol__N_acetylgulcosamine__phenethylamine__proline__putrescine__raffinose__rhamnose__sorbitol__succinic_acid_succinate__threonine__Tween_40__Tween_80		negative		Yes
wastewater	2007	10.1099_ijs.0.64737_0	DQ372984	64.1	facultative_aerobe	1.5	0.35	flagella		acid_phosphatase__alkaline_phosphatase__catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive__urease_positive	Brevundimonas	aveniformis	EMB102T	8	6.0_9.0	30	15_35	0.5	0.0_1.0		rod		1561	KCTC12609T_DSM17977T	alanine__alaninamide__alanine__asparagine__aspartic_acid_aspartate__glutamic_acid__glycogen__mannitol__mannose__myo_inositol__proline__pyruvic_acid_pyruvate__raffinose__serine__succinic_acid_succinate__threonine		negative		Yes
wastewater	2007	10.1099_ijs.0.64669_0	DQ372986	33.5	facultative_anaerobe	2.3_6.5	0.4_0.5	gliding	no	aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase	Flavobacterium	defluvii	EMB117T	7.5	5.0_10.0	27.5	10_40	0.5	1	yes	rod		233	KCTC12612T_DSM17963T	arabinose__fructose__galactose__glucose__lactose__mannitol__mannose__melibiose__myo_inositol__raffinose		negative		No
other	2007	10.1099_ijs.0.64566_0	DQ372987	63.3	aerobic	1.6	0.75	flagella	not_indicated	aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Simplicispira	limi	EMB325T	07_Aug	06_Sep	30	Oct_40			no	rod	none	31	KCTC12608T_DSM17964T	2_3_butanediol__alpha_ketovaleric_acid__fructose__lactate__lactose__mannitol__proline__pyruvic_acid_methyl_ester__raffinose__Tween_40__Tween_80		negative	sludge	Yes
other	2007	10.1099_ijs.0.64993_0	DQ374637	37.3		02_Dec	0.8_1	non_motile	yes	aesculin_hydrolysis__catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive	Bacillus	acidiceler	CBD119T	6	5.6_8.5	30				no	rod	chain	2031	NRRLB41736T_DSM18954T	cellobiose__fucose__gluconic_acid__glucosamine__glucose__glycerol__glycogen__maltose__mannitol__mannose__salicin__sucrose__trehalose		positive	forensic_specimen	Yes
other	2007	10.1099_ijs.0.64705_0	DQ377947	50.2	anaerobic	0.8_1.7	0.5_0.6	non_motile	no	indole_production	Moryella	indoligenes	AIP_220.04T_								rod	chain	725	CIP109174T_CCUG52648T	galactose__glucose__maltose__ribose		positive	human_buttock_abscess_	No
seawater	2008	10.1099_ijs.0.65016_0	DQ386307	52.8_53	facultative_anaerobe	2	0.3	flagella	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase__oxidase_positive	Cohaesibacter	gelatinilyticus	CL_GR15	8	06_Sep	27.5	15_31	3	02_May	NA	rod	not_indicated	267	KCCM_42319_DSM_18289	acetate__arginine__asparagine__citric_acide_citrate__fructose__glucose__glutamic_acid__glycerol__glycogen__mannitol__mannose__N_acetylgulcosamine__ornithine__proline__pyruvic_acid_pyruvate__ribose__sorbitol__sucrose		negative		No
marine_sediment	2007	10.1099_ijs.0.64375_0	DQ386635	40.2	aerobic	1.4	0.3	flagella	yes	aesculin_hydrolysis__catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive	Oceanobacillus	profundus	CL_MP28T	8	6.5_9.5	35	15_42	2	0_14	yes	rod	not_indicated	409	KCCM42318T_DSM18246T	fructose__gelatin__glucose__glycerol__lactose__maltose__mannitol__mannose__N_acetylgulcosamine__trehalose__Tween_40__Tween_60__xylose		positive		No
plant_associated	2007	10.1099_ijs.0.64804_0	DQ393891	67.9		2.15	0.9	flagella	not_indicated	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Azospirillum	canadense	DS2T	6	05_Jul	27.5	20_37	0.75	0.5_1.0		rod	not_indicated	620	NCCB100108T_LMG_23617T	acetate__alanine__alanine__asparagine__aspartic_acid_aspartate__citric_acide_citrate__formic_acid__gluconic_acid__lactate__malate__malonic_acid_malonate__propionic_acid_propionate__pyruvic_acid_methyl_ester__quinic_acid__succinic_acid_succinate		negative		Yes
other	2007	10.1099_ijs.0.64801_0	DQ397336	58.8	aerobic		0.85	non_motile		acid_phosphatase__alkaline_phosphatase__alpha_galactosidase__catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Thalassococcus	halodurans	UST050418_052T	8	6.0_10	32	Dec_44	4	2.0_18	no	ovoid_coccobacillus		1919	JCM13833T_NRRLB_41465T	2_ketogluconate__arabinose__cellobiose__fructose__fucose__galactose__glucose__glycerol__maltose__mannitol__melibiose__sorbitol__sucrose__trehalose__xylose		negative	marine_sponge	No
other	2008	10.1099_ijs.0.65523_0	DQ399262	66.8	aerobic			non_motile	not_indicated	catalase_positive	Altererythrobacter	indicus	MSSRF26	7		27.5	Apr_42		0_12	yes	rod	not_indicated	839	LMG_23789_DSM_18604	alanine__alanine__arabinose__glucose__maltose__proline__sucrose		negative	Wild_rice	No
other	2009	10.1099_ijs.0.007286_0	DQ400345_	32.4	microerophile	1.9_3.3	0.2_0.4	flagella	not_indicated	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Campylobacter	cuniculorum	150BT	4	not_indicated	39.5	37_42	1	not_indicated		rod	not_indicated	1666	LMG24588T_CCUG56289T	acetate		negative	caecal_contents_of_rabbits	No
other	2011	10.1099_ijs.0.024406_0	DQ400782	49.3		1.7	0.7	motile__but_unspecified_structure	no		Yersinia	entomophaga	MH96T			33.5	25_42				rod		844	DSM22339T_ATCCBAA_1678T	cellobiose__citric_acide_citrate__glycerol__melibiose__sucrose		negative	diseased_larvae	No
seawater	2008	10.1099_ijs.0.65569_0	DQ401092	73.3	aerobic	0.6_1.6	0.3_0.6	non_motile	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase	Nocardioides	salarius	CL_Z59	06_Jul	06_Oct	25_30	Oct_35	3	01_Oct	yes	rod	chain	2056	KCCM42320_DSM18239	arginine__cellobiose__glucose__mannitol__ornithine__ribose__sucrose		positive	seawater_enriched_with_zooplankton	No
seawater	2007	0.1099_ijs.0.65091_0	DQ403810	52.4	aerobic	2	0.5	motile__but_unspecified_structure	not_indicated	catalase_positive__oxidase_positive	Reinekea	blandensis	MED297T			28.5	15_42		.3_12	no	rod	not_indicated	2370	CECT7120T_CCUG52066T	acetate__arabinose__arginine__cellobiose__citric_acide_citrate__fructose__galactose__gluconic_acid__glucose__glutamic_acid__glycerol__lactate__lactose__leucine__malate__maltose__mannitol__mannose__melibiose__N_acetylgulcosamine__ornithine__propionic_acid_propionate__pyruvic_acid_pyruvate__salicin__succinic_acid_succinate__sucrose__Tween_80	AAOE00000000	negative		No
marine_sediment	2007	10.1099_ijs.064457_0	DQ411038	65	aerobic	2.25	0.5	flagella	no	acid_phosphatase__alkaline_phosphatase__catalase_positive__gelatinase__oxidase_positive	Arenimonas	donghaensis	HO3_R19T	8	07_Sep	28	Apr_37	1.5	0_3	no	rod	none	954	KACC11381T_DSM18148T	gelatin		negative		No
other	2007	10.1099_ijs.0.64442_0	DQ411541	72.7	aerobic	2.15	0.5	non_motile	no	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase	Aeromicrobium	tamlense	SSW1_57T	7.1	5.1_10.1	30	Oct_42	2.5	0_5	yes	rod	not_indicated	337	JCM13811T_NRRLB_24466T	acetate__cellobiose__fructose__galactose__gelatin__glucose__glycerol__lactose__malate__maltose__mannose__ribose__succinic_acid_succinate__sucrose__trehalose		positive	Dried_Seaweed_	No
marine_sediment	2007	10.1099_ijs.0.64444_0	DQ411542	69.1	aerobic	0.9	0.45	flagella	no	alkaline_phosphatase__alpha_galactosidase__catalase_positive__nitrate_reduction_to_nitrite	Nocardioides	furvisabuli	SBS_26T	7.1	5.1_10.1	30	4_37	3	0_6_	yes	rod	not_indicated	35	JCM13813T_NRRLB_24465T	acetate__adonitol__arabinose__cellobiose__citric_acide_citrate__formic_acid__fructose__galactose__glucose__glycerol__lactose__malate__maltose__mannitol__mannose__myo_inositol__raffinose__sorbitol__succinic_acid_succinate__trehalose__xylose		positive		No
wastewater	2009	10.1099_ijs.0.65670_0	DQ413148	64.9_65.0	facultative_aerobe	1.1_2.0	0.6_0.9	flagella	no	acid_phosphatase__alkaline_phosphatase__catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Zoogloea	caeni	EMB43T	7	6.5_7.5	27.5	25_30				rod		526	KCTC22084T_DSM19389T	galactose__gelatin__lactose__mannitol__myo_inositol__Tween_20		negative		No
other	2007	10.1099_ijs.0.64522_0	DQ414419	57.9		1.5	0.4	flagella	not_indicated	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Marinobacter	gudaonensis	SL014B61AT	7.75	6_9.5	27.5	Oct_45	2.5	0_15	no	rod	not_indicated	250	DSM18066T_LMG23509T_CGMCC1.6294T	acetate__alanine__alanine__cellobiose__citric_acide_citrate__dextrin__ethanol__fructose__galactose__glucose__glycerol__maltose__proline__propionic_acid_propionate__pyruvic_acid_pyruvate__sorbitol__succinic_acid_succinate__sucrose__trehalose__Tween_80__xylose		negative	oil_polluted_saline_soil	No
marine_sediment	2007	10.1099_ijs.0.64532_0	DQ414420	64.7	aerobic	0.8	0.5	non_motile	no	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Oceanicola	nanhaiensis	SS011B1_20T	7.5_8	6_9.5	28	Oct_37	02_Mar	0_10	yes	rod	not_indicated	157	LMG23508T_CGMCC1.6293T	acetate__cellobiose__citric_acide_citrate__dextrin__ethanol__fructose__galactose__gluconic_acid__glucose__lactose__malonic_acid_malonate__mannitol__pyruvic_acid_pyruvate__ribose__sorbitol__succinic_acid_succinate__sucrose		negative		No
hotspring	2010	10.1099_ijs.0.014035_0	DQ415656	63	aerobic	2.3	1.1	flagella	not_indicated	catalase_positive__oxidase_positive	Gulbenkiania	indica	HT27		05_Nov		15_45			yes	rod	none	1052	DSM_17901_JCM_15969	threonine		negative		No
other	2010	10.1099_ijs.0.014035_0	DQ415656	63	aerobic	2.3	1.1	flagella		catalase_positive__oxidase_positive	Gulbenkiania_	Gulbenkiania_indica	HT27	7.5_8	05_11_14	30_37	15_45			yes	rod	not_indicated	1052	DSM17901_JCM15969	acetate__threonine		negative	sulfur_spring_sample	No
plant_associated	2007	10.1099_ijs.0.64553_0	DQ417335	62.7	aerobic	1.35	0.8	non_motile	no	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__nitrate_reduction_to_nitrite__urease_positive	Labrys	neptuniae	Liujia_146T	7.5	4.0_10.0	29	15_35				rod	clump	577	BCRC17578T_LMG23578T	2_aminethanol__acetate__adonitol__alanine__alaninamide__alanine__arabinose__arabitol__asparagine__aspartic_acid_aspartate__carnitine__cellobiose__formic_acid__fructose__fucose__galactose__galcturonic_acid__gamma_aminobutyric_acid__glucuronamide__glucose__glutamic_acid__glycerol__glycogen__histidine__hyroxl_proline__inosine__lactate__leucine__malate__malonic_acid_malonate__mannitol__mannose__melibiose__methyl_pyruvate__methyl_beta_D_glucoside__myo_inositol__N_acetylgulcosamine__ornithine__proline__propionic_acid_propionate__putrescine__raffinose__rhamnose__serine__sorbitol__succinic_acid_succinate__threonine__thymidine__trehalose__Tween_40__Tween_80__uridine__urocanic_acid__xylitol		negative		Yes
built_environment	2007	10.1099_ijs.0.64648_0	DQ417339	66.2	aerobic	2.5_8		not_indicated		catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Haloplanus	natans_	RE_101T		6.5_8	40	37_52	17.4	15.08_24.94	no	not_indicated	not_indicated	780	DSM17983T_JCM14081T	acetate__glucose__ribose		negative		No
built_environment	2007	10.1099_ijs.0.64648_0	DQ417339	66.2	aerobic	2.5_8		not_indicated		catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Haloplanus	natans_	RE_101T		6.5_8	40	37_52	17.4	15.08_24.94	no	not_indicated	not_indicated	780	DSM17983T_JCM14081T	acetate__glucose__ribose		negative		No
